,age,job,marital,education,balance,housing,loan,day,month,campaign
980,42,blue-collar,married,primary,803,1,0,7,may,2
4056,35,blue-collar,married,secondary,474,1,0,19,may,3
19342,56,services,married,secondary,144,0,0,6,aug,2
4679,39,blue-collar,married,secondary,0,1,0,20,may,2
31480,35,technician,married,secondary,0,0,0,1,apr,1
6254,31,services,married,secondary,-704,1,0,27,may,2
16001,30,self-employed,single,secondary,192,0,0,22,jul,1
281,41,admin.,married,secondary,-62,1,1,5,may,2
726,42,services,divorced,secondary,55,1,0,6,may,5
21224,47,management,married,tertiary,682,0,0,18,aug,6
14236,58,admin.,married,secondary,821,1,1,14,jul,2
20963,40,housemaid,married,secondary,864,0,0,14,aug,2
21957,42,housemaid,married,primary,145,0,0,20,aug,2
39538,34,management,single,tertiary,699,0,0,26,may,1
5177,33,technician,divorced,secondary,4369,1,0,21,may,3
4612,31,unemployed,married,secondary,296,1,0,20,may,3
33200,50,entrepreneur,married,tertiary,221,1,0,20,apr,2
42568,36,services,single,secondary,23,1,0,28,dec,1
17277,48,blue-collar,married,secondary,917,1,0,28,jul,5
3348,44,services,married,secondary,-22,1,0,15,may,1
34020,30,technician,single,secondary,4684,1,0,30,apr,3
3903,56,retired,divorced,secondary,4166,1,0,16,may,1
34439,27,services,single,secondary,-72,1,0,5,may,1
18420,40,technician,married,secondary,296,0,0,31,jul,2
16000,30,entrepreneur,married,secondary,-346,1,1,22,jul,1
37372,35,admin.,single,tertiary,153,1,0,13,may,3
21172,36,technician,married,secondary,465,0,0,14,aug,1
30842,30,blue-collar,married,primary,243,0,1,9,feb,2
24192,53,technician,married,secondary,910,0,0,17,nov,1
10077,53,self-employed,married,tertiary,1128,0,0,11,jun,1
44256,27,admin.,married,tertiary,2855,0,0,22,jul,2
24938,52,unemployed,divorced,secondary,4,0,1,18,nov,1
12063,30,admin.,married,secondary,-1049,1,0,20,jun,2
14390,53,management,married,tertiary,0,1,0,14,jul,3
25072,43,entrepreneur,single,primary,103,1,0,18,nov,1
33314,27,services,married,secondary,472,1,0,20,apr,4
4823,41,management,married,tertiary,666,1,0,21,may,3
8438,38,management,married,tertiary,1221,1,0,3,jun,1
36190,34,technician,married,tertiary,1611,1,0,11,may,2
14372,43,blue-collar,divorced,primary,-76,1,0,14,jul,3
27552,55,housemaid,divorced,tertiary,1241,0,0,21,nov,7
2477,35,technician,single,secondary,2144,1,0,13,may,2
40247,34,technician,married,tertiary,1539,1,0,15,jun,1
26604,31,blue-collar,married,secondary,10287,1,0,20,nov,1
666,35,admin.,single,secondary,148,1,0,6,may,2
26882,36,unemployed,single,primary,0,0,0,20,nov,3
5243,43,technician,single,tertiary,4243,1,0,23,may,10
28018,55,blue-collar,divorced,primary,962,0,1,28,jan,2
11036,58,housemaid,married,primary,3957,0,0,17,jun,4
43397,26,management,single,tertiary,7628,0,0,1,apr,1
14909,54,blue-collar,married,secondary,381,1,1,16,jul,1
30195,26,self-employed,single,secondary,1018,0,0,5,feb,1
41007,74,retired,divorced,primary,166,0,0,13,aug,1
15419,48,technician,married,secondary,-280,1,1,18,jul,1
7310,45,admin.,married,secondary,-261,1,0,29,may,1
569,28,services,single,secondary,5090,1,0,6,may,3
20322,33,technician,married,secondary,1166,0,0,11,aug,3
18994,46,admin.,married,secondary,547,0,1,4,aug,2
13135,25,self-employed,single,tertiary,-44,0,1,8,jul,1
43847,70,retired,married,primary,2346,0,0,1,jun,1
32164,53,housemaid,married,primary,2581,0,0,15,apr,1
6790,28,management,single,tertiary,1069,0,0,28,may,1
28238,38,entrepreneur,single,tertiary,-274,1,1,29,jan,1
3772,36,management,divorced,tertiary,1343,1,1,16,may,1
5390,36,blue-collar,divorced,secondary,2278,1,0,23,may,2
11175,45,unknown,single,secondary,0,0,0,18,jun,1
2344,27,blue-collar,single,secondary,181,0,0,13,may,1
40660,58,management,married,tertiary,138,1,1,6,aug,4
27030,30,technician,married,secondary,239,1,0,21,nov,2
13782,33,blue-collar,married,secondary,17,0,0,10,jul,1
43004,71,retired,married,secondary,1712,0,0,11,feb,1
33197,25,blue-collar,single,unknown,586,1,0,20,apr,1
6855,33,blue-collar,married,secondary,529,1,0,28,may,3
35318,51,services,married,unknown,6,1,0,7,may,1
14104,36,self-employed,married,secondary,611,0,0,11,jul,2
26033,54,management,married,tertiary,17008,0,0,19,nov,2
34627,35,management,married,tertiary,76,0,0,5,may,1
18017,31,technician,married,secondary,0,1,0,30,jul,3
23477,42,technician,married,secondary,29,0,0,28,aug,11
470,44,services,divorced,secondary,424,1,0,6,may,1
39180,28,blue-collar,single,secondary,2528,1,0,18,may,8
28973,38,blue-collar,married,secondary,757,1,0,2,feb,1
7015,32,self-employed,married,secondary,-33,1,0,28,may,3
16628,45,entrepreneur,divorced,tertiary,1867,1,0,24,jul,1
32485,33,services,single,secondary,148,1,0,17,apr,1
30050,34,self-employed,married,secondary,47,0,0,4,feb,2
11184,54,housemaid,married,primary,5048,0,0,18,jun,1
32684,45,blue-collar,married,primary,271,1,1,17,apr,1
11567,51,unemployed,married,secondary,-267,0,1,19,jun,2
14206,25,admin.,single,secondary,184,0,1,11,jul,7
37666,29,technician,single,secondary,500,1,0,14,may,3
7002,49,blue-collar,married,secondary,457,1,1,28,may,2
19007,30,management,married,tertiary,1908,0,0,5,aug,1
31353,22,student,single,secondary,2139,0,0,17,mar,8
27536,43,admin.,divorced,secondary,738,1,0,21,nov,4
14793,31,services,married,secondary,-230,1,1,16,jul,1
13828,34,admin.,married,secondary,0,1,0,10,jul,1
5763,29,admin.,married,secondary,494,1,0,26,may,2
2157,44,blue-collar,married,secondary,23,1,0,12,may,2
8728,42,admin.,single,secondary,336,1,0,4,jun,2
33049,36,admin.,divorced,primary,1127,1,0,17,apr,3
7628,50,services,married,secondary,992,1,0,30,may,1
18255,39,admin.,married,secondary,70,1,0,31,jul,11
12882,47,technician,single,secondary,-239,1,1,7,jul,3
37302,51,blue-collar,divorced,primary,37,1,0,13,may,1
33408,51,blue-collar,married,primary,1016,1,0,20,apr,1
31355,37,admin.,single,tertiary,1000,1,0,17,mar,1
3357,42,blue-collar,married,primary,-181,1,0,15,may,3
42404,61,housemaid,married,primary,175,0,0,3,dec,1
39447,47,technician,married,secondary,0,1,0,25,may,1
2203,36,technician,single,secondary,-475,1,0,12,may,5
1976,32,blue-collar,single,secondary,-83,1,0,9,may,3
42554,43,services,married,tertiary,4216,0,0,24,dec,2
33883,41,management,married,tertiary,2767,0,0,30,apr,1
33309,44,blue-collar,married,secondary,508,1,0,20,apr,1
4664,44,services,married,secondary,1422,1,0,20,may,8
2101,31,blue-collar,single,secondary,2597,1,0,12,may,1
44911,67,retired,married,primary,4416,0,0,29,sep,3
24522,42,blue-collar,married,secondary,1657,1,1,17,nov,1
24565,41,self-employed,married,secondary,0,1,0,17,nov,1
14356,37,entrepreneur,married,tertiary,41,0,0,14,jul,3
15577,33,blue-collar,married,secondary,681,1,1,21,jul,1
35250,41,management,married,primary,733,1,0,7,may,1
38653,33,admin.,single,secondary,5,1,0,15,may,2
16957,46,admin.,married,unknown,0,1,0,25,jul,1
17983,38,services,married,secondary,105,0,0,30,jul,2
3149,50,blue-collar,married,secondary,810,1,0,14,may,14
41045,43,unemployed,married,secondary,775,0,0,14,aug,1
24783,56,self-employed,divorced,secondary,0,0,0,18,nov,1
23705,43,housemaid,married,primary,685,0,0,28,aug,7
29751,42,unemployed,divorced,primary,148,1,0,4,feb,1
43034,46,management,married,tertiary,349,0,0,15,feb,2
19244,42,management,married,tertiary,3718,1,0,6,aug,2
15624,31,management,single,tertiary,5691,1,0,21,jul,1
44042,19,student,single,secondary,424,0,0,30,jun,3
19560,30,technician,single,secondary,-127,0,0,7,aug,3
14547,34,housemaid,married,secondary,390,1,0,15,jul,3
19580,60,housemaid,married,primary,2008,0,0,7,aug,2
15838,26,technician,single,secondary,223,0,1,21,jul,3
10478,37,technician,married,secondary,1610,0,0,16,jun,2
14113,42,admin.,married,secondary,645,1,1,11,jul,2
8926,29,student,single,secondary,200,1,0,4,jun,2
23391,35,management,married,tertiary,753,0,0,27,aug,9
1137,36,technician,divorced,secondary,141,1,0,7,may,3
4586,34,management,married,tertiary,0,1,0,20,may,1
10992,56,entrepreneur,divorced,tertiary,22946,0,0,17,jun,3
40735,60,management,single,tertiary,1034,1,0,7,aug,3
11286,36,services,married,secondary,1024,1,0,18,jun,2
9210,44,technician,married,secondary,358,0,0,5,jun,1
44673,49,admin.,single,tertiary,228,1,0,3,sep,2
24674,35,admin.,divorced,secondary,0,1,1,17,nov,2
18920,44,unemployed,single,tertiary,810,0,0,4,aug,1
8059,33,management,divorced,secondary,1897,1,1,2,jun,1
36033,41,self-employed,married,tertiary,355,1,0,11,may,1
21268,54,retired,married,primary,11,1,1,18,aug,10
36223,43,services,married,secondary,-416,1,1,11,may,1
37181,35,blue-collar,married,secondary,247,1,1,13,may,1
19180,50,services,married,secondary,486,1,0,5,aug,2
41330,39,management,married,tertiary,93,1,0,28,aug,1
17472,29,management,single,tertiary,1895,0,0,28,jul,6
1540,32,management,divorced,tertiary,1,1,0,8,may,4
37947,29,management,single,tertiary,-11,1,0,14,may,2
14111,33,self-employed,married,tertiary,1249,1,0,11,jul,2
28154,26,technician,single,secondary,152,0,1,29,jan,1
2817,35,technician,married,secondary,51,1,0,14,may,2
43273,79,retired,married,primary,3025,0,0,11,mar,1
39269,26,blue-collar,married,primary,172,1,0,18,may,3
37668,55,blue-collar,divorced,primary,8180,0,0,14,may,2
29907,35,self-employed,married,tertiary,7990,1,0,4,feb,1
19527,45,technician,divorced,secondary,1738,0,0,7,aug,2
42945,79,retired,divorced,secondary,631,0,0,8,feb,2
25303,34,admin.,married,secondary,353,0,1,18,nov,3
41884,47,services,single,unknown,1784,0,0,19,oct,2
37352,40,blue-collar,single,primary,147,1,0,13,may,1
40334,30,management,single,tertiary,8535,0,0,18,jun,2
37905,29,admin.,single,secondary,891,1,0,14,may,2
6203,27,student,single,unknown,910,1,1,27,may,1
21283,43,management,divorced,tertiary,-173,0,1,18,aug,7
9518,50,blue-collar,married,secondary,464,0,1,6,jun,2
37558,33,management,married,secondary,-224,1,0,14,may,2
40114,31,management,single,tertiary,623,0,0,4,jun,1
37745,33,blue-collar,single,secondary,142,1,0,14,may,1
24520,44,unemployed,married,secondary,0,1,0,17,nov,1
1990,53,management,married,tertiary,913,1,0,9,may,4
33096,32,management,married,tertiary,101,1,1,20,apr,1
25819,57,self-employed,married,secondary,11494,0,0,19,nov,1
25626,55,services,divorced,tertiary,1983,1,0,19,nov,1
27147,33,management,married,tertiary,1602,0,0,21,nov,3
34680,37,management,married,tertiary,8564,1,0,5,may,2
42086,60,management,married,tertiary,3401,0,0,30,oct,1
24258,42,housemaid,married,secondary,477,1,1,17,nov,2
25316,53,management,married,tertiary,9072,0,0,18,nov,2
848,56,blue-collar,married,secondary,-203,1,0,7,may,1
24140,28,unemployed,single,tertiary,7,0,0,8,nov,1
26231,44,admin.,single,secondary,11,1,0,20,nov,1
9131,45,blue-collar,married,primary,1227,0,0,5,jun,3
5706,37,technician,single,secondary,435,1,0,26,may,1
35131,42,blue-collar,married,primary,2111,1,0,7,may,2
22238,34,technician,single,secondary,202,1,0,21,aug,2
32488,54,blue-collar,single,secondary,105,1,0,17,apr,1
24990,49,management,married,tertiary,0,1,0,18,nov,1
1905,57,management,married,secondary,0,1,0,9,may,7
26380,50,blue-collar,married,primary,4121,1,1,20,nov,1
10461,35,blue-collar,married,primary,4924,0,0,16,jun,2
2342,32,blue-collar,married,secondary,-428,1,0,13,may,1
23919,33,housemaid,married,secondary,230,0,1,29,aug,2
38113,50,blue-collar,married,primary,111,1,0,15,may,6
34457,29,housemaid,single,secondary,4537,1,0,5,may,1
33763,31,self-employed,single,tertiary,1734,0,0,22,apr,4
9749,35,management,married,tertiary,2308,0,1,9,jun,1
13381,47,services,married,secondary,0,1,0,9,jul,1
9801,38,blue-collar,married,secondary,0,1,0,9,jun,1
1237,55,technician,married,unknown,84,1,0,8,may,1
3960,35,blue-collar,single,secondary,88,1,0,16,may,4
17560,47,housemaid,divorced,primary,61,0,0,29,jul,5
23933,39,technician,divorced,secondary,8,0,0,29,aug,2
2635,27,blue-collar,married,primary,-588,0,0,13,may,2
4109,54,services,married,secondary,158,1,0,19,may,1
41478,59,management,married,tertiary,315,0,0,7,sep,2
41696,60,retired,married,primary,1588,0,0,6,oct,1
35768,29,technician,single,secondary,156,1,0,8,may,4
110,29,services,divorced,secondary,31,1,0,5,may,1
32195,39,management,married,tertiary,937,0,0,16,apr,4
17177,39,management,single,tertiary,168,0,0,28,jul,9
9538,60,housemaid,married,unknown,10285,0,0,6,jun,2
43594,19,student,single,secondary,329,0,0,30,apr,1
44238,29,admin.,single,secondary,854,0,0,20,jul,5
11599,35,management,single,tertiary,250,0,0,19,jun,2
43236,49,self-employed,divorced,tertiary,3293,0,0,8,mar,3
10771,49,entrepreneur,married,secondary,27,0,0,17,jun,6
3791,59,admin.,divorced,secondary,174,1,0,16,may,1
17886,26,admin.,single,secondary,-42,0,1,30,jul,3
21608,41,technician,married,secondary,-1,0,1,19,aug,2
14720,58,retired,married,secondary,19,0,1,15,jul,3
42326,40,admin.,married,tertiary,764,1,0,17,nov,1
19804,34,management,married,tertiary,-218,1,0,8,aug,2
696,40,admin.,married,secondary,6,1,0,6,may,3
1821,33,management,single,secondary,-665,1,1,9,may,1
23827,32,technician,single,secondary,-1,0,0,29,aug,2
20635,31,management,single,tertiary,1289,1,0,12,aug,3
17638,26,blue-collar,single,secondary,-84,1,1,29,jul,5
31247,54,management,married,tertiary,446,0,0,3,mar,4
9504,37,blue-collar,divorced,secondary,33,1,0,6,jun,1
32384,44,management,divorced,tertiary,2422,1,0,16,apr,2
16931,35,management,married,tertiary,0,1,1,25,jul,4
22074,41,management,married,tertiary,185,0,0,21,aug,12
28081,28,management,single,tertiary,95,0,0,28,jan,4
30558,37,blue-collar,single,secondary,111,1,0,5,feb,2
41680,30,admin.,single,tertiary,613,0,0,1,oct,1
6918,28,student,single,secondary,949,1,0,28,may,1
20914,60,management,married,secondary,13238,0,0,13,aug,4
10972,39,blue-collar,married,secondary,2239,0,0,17,jun,2
14316,33,technician,single,secondary,390,1,0,14,jul,2
10787,35,services,single,secondary,361,0,0,17,jun,1
26444,32,unemployed,single,secondary,1249,1,0,20,nov,1
36362,45,services,married,secondary,462,1,0,11,may,2
17207,33,technician,married,secondary,181,1,1,28,jul,2
8070,31,blue-collar,married,secondary,3659,0,0,2,jun,1
24998,54,management,divorced,tertiary,2171,1,1,18,nov,1
37794,33,management,married,primary,262,1,0,14,may,3
22227,45,management,married,tertiary,-459,0,0,21,aug,6
20958,36,technician,married,secondary,930,0,0,14,aug,2
12219,60,blue-collar,married,primary,1472,0,0,20,jun,4
23270,51,blue-collar,married,primary,3726,0,1,27,aug,12
19031,59,blue-collar,married,primary,460,0,0,5,aug,1
7861,32,blue-collar,single,secondary,1036,1,1,30,may,2
25134,32,services,divorced,secondary,453,1,0,18,nov,2
40216,43,entrepreneur,divorced,secondary,3780,1,0,9,jun,2
10646,37,services,single,secondary,1175,1,0,16,jun,2
2604,51,blue-collar,divorced,tertiary,257,1,0,13,may,1
6672,39,blue-collar,divorced,secondary,412,0,0,28,may,1
32115,30,services,married,secondary,292,1,1,15,apr,4
19419,38,technician,married,tertiary,180,0,0,6,aug,7
24543,42,services,single,secondary,877,0,0,17,nov,2
17166,38,services,married,primary,0,0,0,28,jul,3
37383,34,blue-collar,single,secondary,283,1,0,13,may,2
33699,95,retired,divorced,primary,2282,0,0,21,apr,17
26920,57,services,married,secondary,1433,0,0,21,nov,1
2989,40,blue-collar,married,primary,3658,1,0,14,may,1
38434,39,entrepreneur,married,tertiary,-172,1,0,15,may,2
41303,57,management,divorced,unknown,854,0,0,27,aug,4
17961,54,retired,single,secondary,10621,0,0,30,jul,2
10682,35,blue-collar,married,unknown,75,1,0,16,jun,1
44349,45,management,single,tertiary,4831,0,0,30,jul,3
40354,26,management,divorced,tertiary,667,0,0,19,jun,2
21744,33,technician,married,secondary,0,0,0,19,aug,3
7815,32,admin.,married,secondary,305,1,0,30,may,3
19460,50,admin.,married,secondary,106,0,1,7,aug,2
23966,35,management,divorced,secondary,910,0,0,29,aug,14
10550,32,blue-collar,married,secondary,598,1,0,16,jun,2
8022,31,blue-collar,married,secondary,191,1,0,2,jun,1
12863,34,blue-collar,divorced,secondary,368,0,1,7,jul,1
14115,36,admin.,divorced,secondary,48,0,0,11,jul,10
14850,27,services,married,secondary,100,0,0,16,jul,2
24649,57,management,married,secondary,1502,0,0,17,nov,2
8182,34,blue-collar,married,secondary,8558,1,0,2,jun,2
11289,44,entrepreneur,married,secondary,692,0,0,18,jun,4
3001,55,blue-collar,married,secondary,831,1,0,14,may,1
36529,54,admin.,married,primary,11686,1,1,12,may,1
2331,28,blue-collar,married,secondary,-95,1,0,13,may,1
43481,30,management,single,tertiary,232,0,0,15,apr,1
39799,34,blue-collar,married,secondary,262,0,0,1,jun,1
17733,30,blue-collar,married,secondary,215,1,0,29,jul,9
43576,56,management,single,tertiary,15311,0,0,29,apr,6
10482,48,technician,married,unknown,5543,0,0,16,jun,5
23449,33,technician,married,tertiary,0,1,1,28,aug,6
8969,36,admin.,single,secondary,135,0,0,5,jun,1
25721,37,blue-collar,married,secondary,1165,1,0,19,nov,3
18523,46,blue-collar,married,primary,333,1,0,31,jul,4
442,36,blue-collar,married,secondary,139,1,0,6,may,2
39946,35,technician,divorced,secondary,2823,1,0,2,jun,4
6356,30,blue-collar,single,secondary,49,0,1,27,may,2
7679,55,unemployed,single,primary,5,1,0,30,may,2
43619,64,management,married,unknown,2352,0,0,4,may,2
18858,42,technician,married,tertiary,1619,0,0,4,aug,1
207,41,management,married,tertiary,517,1,0,5,may,1
18998,40,technician,divorced,secondary,348,1,0,5,aug,2
33172,53,admin.,married,secondary,225,1,0,20,apr,1
37980,35,blue-collar,married,secondary,1287,1,0,14,may,3
27288,34,student,married,tertiary,3037,1,0,21,nov,1
38341,24,blue-collar,single,secondary,3,1,0,15,may,1
11105,52,blue-collar,married,secondary,262,0,0,18,jun,4
40049,50,management,divorced,tertiary,810,0,0,4,jun,3
4444,36,blue-collar,married,secondary,7579,1,0,20,may,1
43224,30,blue-collar,married,primary,201,1,0,5,mar,7
27993,32,admin.,married,secondary,3473,0,0,28,jan,1
39530,60,management,married,tertiary,205,0,0,26,may,2
20105,39,technician,divorced,secondary,454,0,0,11,aug,2
7364,39,technician,married,secondary,3032,0,0,29,may,1
17797,33,self-employed,married,secondary,215,1,0,29,jul,12
8637,45,blue-collar,married,primary,194,1,1,3,jun,2
34894,33,blue-collar,married,secondary,0,1,1,6,may,5
25366,38,technician,married,secondary,958,1,0,18,nov,4
9768,45,blue-collar,single,primary,4289,1,0,9,jun,1
38312,24,blue-collar,single,primary,388,1,0,15,may,2
27184,54,blue-collar,married,primary,836,1,0,21,nov,1
39597,60,retired,married,tertiary,846,0,0,26,may,1
6409,28,blue-collar,married,secondary,781,1,0,27,may,2
12499,51,blue-collar,divorced,primary,-28,0,1,2,jul,2
11318,57,blue-collar,married,primary,1236,0,0,18,jun,9
42614,65,management,married,tertiary,1097,0,0,12,jan,1
18727,59,admin.,married,secondary,4196,0,0,31,jul,2
1170,41,blue-collar,married,primary,191,1,0,8,may,1
29311,34,technician,married,secondary,4,1,0,2,feb,2
14087,32,housemaid,divorced,secondary,0,1,0,11,jul,2
32354,51,admin.,divorced,secondary,212,1,1,16,apr,1
807,31,services,married,secondary,414,1,0,7,may,1
20006,36,technician,married,tertiary,4388,0,0,8,aug,3
24752,36,housemaid,married,primary,4324,1,0,18,nov,4
5690,44,technician,divorced,secondary,106,1,0,26,may,1
31559,42,blue-collar,married,secondary,1297,1,0,3,apr,2
29823,45,blue-collar,divorced,secondary,1951,1,0,4,feb,1
7690,59,retired,married,secondary,4414,1,0,30,may,1
18202,48,self-employed,married,tertiary,0,0,0,30,jul,5
7785,42,technician,married,secondary,4791,1,0,30,may,2
19057,51,management,married,tertiary,1394,1,0,5,aug,1
34983,42,blue-collar,divorced,secondary,1491,1,0,6,may,2
34749,34,blue-collar,married,secondary,649,1,0,6,may,1
5133,31,management,single,tertiary,24870,1,0,21,may,2
37612,32,admin.,single,secondary,-133,1,0,14,may,1
5026,39,blue-collar,single,secondary,1961,0,0,21,may,1
37308,32,services,married,secondary,1670,0,0,13,may,1
2882,40,admin.,married,secondary,1535,1,0,14,may,1
40568,34,management,married,tertiary,5973,1,0,13,jul,3
7590,38,technician,married,secondary,226,1,0,30,may,3
36489,39,services,married,secondary,2040,1,0,12,may,6
33935,27,admin.,single,tertiary,662,0,0,30,apr,1
31473,27,management,single,tertiary,0,1,0,1,apr,1
30026,41,admin.,married,secondary,546,1,0,4,feb,2
1883,32,blue-collar,married,secondary,-208,1,1,9,may,1
28707,35,technician,single,secondary,2144,1,0,30,jan,2
29701,55,unemployed,divorced,primary,-53,0,0,3,feb,4
20471,37,management,single,tertiary,553,0,0,12,aug,2
39506,37,self-employed,married,tertiary,2211,1,0,25,may,1
15303,34,management,married,tertiary,1602,1,0,18,jul,2
16323,46,entrepreneur,divorced,tertiary,91,0,1,23,jul,1
8590,32,management,single,tertiary,156,1,0,3,jun,6
4673,31,blue-collar,married,secondary,0,1,0,20,may,1
31962,31,blue-collar,married,secondary,1406,1,1,13,apr,2
33625,56,blue-collar,married,primary,6677,1,0,20,apr,4
39347,24,services,single,secondary,-1414,1,1,18,may,2
23016,31,technician,single,tertiary,17,0,0,26,aug,2
34333,26,blue-collar,married,primary,104,1,0,4,may,6
24997,34,technician,single,secondary,18777,1,0,18,nov,1
13673,36,blue-collar,married,primary,0,0,0,9,jul,1
22362,46,blue-collar,married,primary,0,0,0,22,aug,2
6244,46,technician,divorced,secondary,119,1,0,27,may,1
40871,38,admin.,single,secondary,245,1,1,12,aug,2
33269,35,blue-collar,married,primary,396,1,0,20,apr,1
22109,48,blue-collar,married,primary,492,0,1,21,aug,2
1564,53,management,married,tertiary,2124,1,0,8,may,2
8218,42,technician,single,secondary,-1129,1,0,2,jun,5
7883,54,blue-collar,married,primary,-636,1,0,30,may,3
3934,49,unemployed,divorced,secondary,495,1,0,16,may,5
18397,37,blue-collar,married,unknown,557,0,0,31,jul,2
18884,51,housemaid,divorced,tertiary,1613,0,0,4,aug,1
15454,30,technician,single,secondary,53,1,0,18,jul,5
33042,39,admin.,married,secondary,456,1,0,17,apr,3
42361,38,management,married,unknown,3576,0,0,25,nov,2
18404,50,blue-collar,divorced,primary,2554,0,0,31,jul,2
7818,36,management,single,tertiary,548,1,1,30,may,3
41548,61,retired,married,secondary,5207,0,0,11,sep,1
17704,51,unknown,married,unknown,2642,0,0,29,jul,6
35972,37,services,single,secondary,393,1,0,8,may,4
17084,50,admin.,divorced,secondary,797,1,0,25,jul,8
7595,40,blue-collar,married,secondary,737,1,0,30,may,2
10998,38,blue-collar,married,primary,265,0,0,17,jun,3
3300,44,blue-collar,married,unknown,146,1,0,15,may,1
19277,47,technician,married,secondary,2480,0,0,6,aug,2
22592,49,technician,married,secondary,702,0,0,22,aug,7
42652,28,unemployed,married,secondary,687,0,0,13,jan,3
15553,34,technician,married,tertiary,0,0,0,21,jul,2
41272,36,self-employed,married,tertiary,506,0,0,25,aug,1
6847,34,admin.,single,secondary,7,0,0,28,may,2
22401,59,management,divorced,secondary,0,0,0,22,aug,2
9353,27,services,single,secondary,482,1,0,6,jun,2
34381,39,blue-collar,married,secondary,261,0,0,4,may,4
25290,37,management,married,secondary,676,0,0,18,nov,2
22197,35,management,single,tertiary,75,0,0,21,aug,5
32557,52,retired,divorced,primary,-779,1,1,17,apr,1
9911,57,blue-collar,married,primary,0,0,0,9,jun,2
42331,57,housemaid,divorced,primary,8278,0,0,17,nov,3
17163,40,management,married,tertiary,0,1,0,28,jul,11
42069,56,retired,married,primary,1947,0,0,30,oct,2
27565,43,technician,married,tertiary,6673,1,0,21,nov,4
37367,35,blue-collar,married,secondary,328,1,0,13,may,3
32272,43,blue-collar,married,unknown,1123,1,0,16,apr,2
5844,40,blue-collar,married,secondary,3311,1,1,26,may,6
4962,32,blue-collar,married,primary,131,1,0,21,may,2
36176,41,unemployed,single,secondary,169,1,0,11,may,1
257,30,technician,single,secondary,2573,1,0,5,may,2
28802,30,management,single,tertiary,167,0,0,30,jan,2
2047,49,admin.,married,secondary,15,0,0,12,may,5
15561,48,technician,married,secondary,1152,1,0,21,jul,5
5719,30,admin.,married,secondary,214,1,1,26,may,1
32468,35,blue-collar,married,secondary,126,1,0,16,apr,1
25710,51,services,married,unknown,6451,0,0,19,nov,2
41834,62,housemaid,married,tertiary,1528,0,0,15,oct,2
19898,31,technician,single,tertiary,2744,1,0,8,aug,2
20520,43,management,married,tertiary,-526,0,0,12,aug,2
5487,36,admin.,married,secondary,614,1,0,23,may,5
27723,34,services,married,tertiary,1442,0,0,11,dec,1
16665,32,technician,married,tertiary,401,1,0,24,jul,1
21626,34,technician,divorced,tertiary,66,0,1,19,aug,2
339,32,services,single,secondary,121,1,0,5,may,2
33432,27,student,single,secondary,162,0,0,20,apr,1
43234,34,admin.,married,tertiary,798,1,0,8,mar,2
10698,42,blue-collar,married,primary,1752,1,0,16,jun,21
9516,58,blue-collar,married,secondary,4053,0,0,6,jun,2
13088,55,blue-collar,married,primary,137,0,0,8,jul,1
37300,35,blue-collar,divorced,secondary,0,1,0,13,may,2
6857,40,unemployed,married,primary,557,1,0,28,may,1
3291,44,blue-collar,married,secondary,560,1,0,15,may,1
11813,27,admin.,married,secondary,-48,1,0,20,jun,2
25288,36,technician,divorced,secondary,556,1,0,18,nov,3
13326,44,blue-collar,married,primary,1139,0,1,8,jul,2
28895,35,admin.,single,secondary,1721,0,0,30,jan,3
3257,52,blue-collar,divorced,primary,1758,1,0,15,may,1
35028,34,admin.,married,secondary,-429,1,0,6,may,1
789,59,retired,married,secondary,836,1,0,7,may,1
14370,41,management,married,tertiary,783,1,0,14,jul,3
5232,32,technician,married,secondary,587,1,0,23,may,1
15975,47,management,married,tertiary,109,1,0,22,jul,1
39824,58,management,married,primary,1727,0,0,1,jun,2
7929,52,management,divorced,tertiary,12,1,0,30,may,5
32017,39,services,married,secondary,554,1,0,14,apr,1
18372,41,management,married,unknown,944,0,0,31,jul,2
767,46,technician,married,secondary,289,0,0,7,may,3
6207,32,technician,married,tertiary,168,0,0,27,may,1
21492,38,technician,single,secondary,3278,0,0,19,aug,14
8165,24,blue-collar,single,primary,147,1,0,2,jun,2
41353,27,student,single,tertiary,118,0,0,31,aug,3
15621,35,management,married,tertiary,1582,0,0,21,jul,1
7037,28,blue-collar,married,secondary,-717,1,0,28,may,3
29135,31,admin.,single,tertiary,5,0,1,2,feb,1
26620,35,admin.,single,secondary,0,1,1,20,nov,3
38117,37,blue-collar,married,primary,357,1,0,15,may,2
7928,52,technician,divorced,secondary,137,1,0,30,may,3
34807,31,technician,single,secondary,53,1,1,6,may,1
22606,49,blue-collar,married,primary,239,0,0,22,aug,3
17466,30,management,single,tertiary,199,0,1,28,jul,7
28844,57,management,married,tertiary,0,0,1,30,jan,2
24662,56,management,single,secondary,237,1,0,17,nov,3
11656,39,technician,single,tertiary,610,0,0,20,jun,2
6153,32,technician,single,secondary,535,1,1,27,may,2
14835,26,self-employed,single,secondary,166,1,0,16,jul,2
13152,44,technician,divorced,secondary,26,0,0,8,jul,1
25026,31,housemaid,married,primary,2603,1,0,18,nov,1
42913,37,admin.,married,secondary,96,0,0,5,feb,1
16126,33,blue-collar,divorced,secondary,474,0,0,22,jul,2
8967,59,housemaid,married,primary,0,0,0,5,jun,1
3906,36,management,single,tertiary,146,1,0,16,may,3
