,age,job,marital,education,balance,housing,loan,day,month,campaign
4681,40,self-employed,married,secondary,311,1,0,20,may,2
19857,52,unemployed,married,secondary,2142,0,0,8,aug,2
402,29,self-employed,single,tertiary,16,1,0,6,may,1
10913,36,management,married,secondary,1989,0,0,17,jun,2
8721,38,admin.,married,tertiary,342,1,0,4,jun,1
27038,59,retired,married,secondary,2011,0,0,21,nov,2
2564,49,self-employed,married,secondary,358,1,1,13,may,3
27812,28,unemployed,single,secondary,23,0,0,28,jan,1
16169,26,management,single,tertiary,97,1,0,22,jul,1
17006,54,housemaid,married,secondary,209,1,1,25,jul,1
2344,27,blue-collar,single,secondary,181,0,0,13,may,1
31452,41,management,married,tertiary,1468,1,0,31,mar,3
9353,27,services,single,secondary,482,1,0,6,jun,2
26773,34,blue-collar,married,primary,1524,1,0,20,nov,3
25784,45,entrepreneur,married,tertiary,0,0,0,19,nov,2
30607,35,admin.,divorced,secondary,627,1,0,6,feb,6
19365,40,technician,single,secondary,57,0,1,6,aug,4
16496,56,retired,married,primary,2399,1,0,23,jul,2
45121,56,admin.,divorced,secondary,1693,0,0,26,oct,4
3060,42,technician,married,tertiary,2106,1,1,14,may,2
8906,33,blue-collar,married,secondary,312,1,0,4,jun,2
2262,55,blue-collar,married,primary,309,1,0,12,may,4
29185,34,technician,married,tertiary,-624,0,0,2,feb,8
39864,40,services,married,secondary,0,1,0,2,jun,1
12050,36,self-employed,married,tertiary,682,1,0,20,jun,10
41066,62,management,married,tertiary,557,0,0,14,aug,1
6694,27,blue-collar,single,secondary,2364,1,0,28,may,1
37888,29,services,married,secondary,1002,1,0,14,may,2
27656,50,entrepreneur,married,tertiary,6825,0,0,21,nov,9
32227,39,blue-collar,married,primary,467,1,0,16,apr,1
17424,45,admin.,married,secondary,1214,1,0,28,jul,2
31863,44,blue-collar,married,primary,1704,1,0,9,apr,2
31610,29,technician,single,unknown,1729,1,0,6,apr,1
27498,34,technician,married,unknown,863,0,0,21,nov,2
10120,42,housemaid,married,primary,16,0,0,11,jun,1
9945,48,technician,married,secondary,5,0,0,9,jun,6
20685,44,management,married,secondary,781,1,0,12,aug,5
4931,33,admin.,married,secondary,2228,1,0,21,may,1
15789,50,management,married,tertiary,230,0,1,21,jul,2
33615,48,services,married,secondary,515,1,0,20,apr,5
12591,44,entrepreneur,married,tertiary,1080,0,1,4,jul,3
44993,43,admin.,single,secondary,386,0,0,12,oct,1
5919,50,services,married,secondary,517,1,0,26,may,2
9497,30,management,single,tertiary,1636,0,0,6,jun,2
4852,33,services,single,secondary,189,0,0,21,may,10
7461,42,blue-collar,married,secondary,205,1,1,29,may,2
21299,35,management,single,tertiary,1635,0,0,18,aug,6
20818,31,technician,single,secondary,4,0,0,13,aug,2
4545,26,student,single,secondary,268,1,0,20,may,2
11555,55,blue-collar,divorced,primary,0,0,0,19,jun,1
13763,31,housemaid,married,secondary,12,1,0,10,jul,3
2118,25,student,single,tertiary,641,1,0,12,may,1
31511,45,admin.,single,tertiary,1683,1,0,2,apr,1
1117,50,blue-collar,divorced,primary,149,1,0,7,may,1
22401,59,management,divorced,secondary,0,0,0,22,aug,2
9887,47,admin.,married,secondary,533,0,1,9,jun,1
33262,70,retired,married,secondary,2575,0,0,20,apr,2
34284,33,admin.,married,tertiary,4984,1,0,4,may,2
40583,25,student,single,tertiary,58,0,0,24,jul,5
20234,60,management,single,tertiary,2190,0,0,11,aug,2
6535,27,admin.,single,secondary,349,1,0,27,may,3
29751,42,unemployed,divorced,primary,148,1,0,4,feb,1
5399,46,management,single,secondary,295,1,0,23,may,6
18568,58,retired,married,secondary,1172,0,0,31,jul,1
14691,55,retired,married,primary,4459,0,0,15,jul,8
6049,33,blue-collar,married,secondary,-271,1,1,26,may,2
10196,32,management,single,tertiary,1160,1,1,11,jun,2
4471,59,admin.,divorced,secondary,-41,1,1,20,may,1
18816,57,retired,single,unknown,411,0,1,31,jul,29
10677,41,entrepreneur,married,tertiary,373,0,0,16,jun,3
18401,59,blue-collar,married,primary,595,0,0,31,jul,7
5993,29,technician,single,secondary,1612,1,0,26,may,2
37841,52,self-employed,married,secondary,213,1,0,14,may,2
16837,26,technician,married,secondary,415,0,0,24,jul,2
19605,50,housemaid,married,primary,152,0,0,7,aug,4
33255,35,blue-collar,married,secondary,243,1,0,20,apr,3
29789,45,blue-collar,married,secondary,28,0,1,4,feb,1
36604,50,unemployed,married,primary,289,1,0,12,may,5
1696,31,admin.,married,secondary,355,1,0,9,may,1
15816,34,management,married,tertiary,272,1,0,21,jul,2
41101,82,retired,married,secondary,276,0,0,17,aug,1
28782,26,management,married,tertiary,265,0,0,30,jan,2
37420,25,blue-collar,single,primary,-289,1,0,13,may,2
19731,51,housemaid,married,primary,1138,0,0,7,aug,3
9233,39,blue-collar,single,unknown,3583,0,0,5,jun,2
34993,35,management,single,secondary,83,1,0,6,may,1
14664,60,management,married,primary,0,1,0,15,jul,8
42713,37,management,single,tertiary,2163,0,0,25,jan,1
505,45,blue-collar,married,primary,1297,1,0,6,may,2
10927,43,self-employed,married,secondary,104,0,0,17,jun,1
42326,40,admin.,married,tertiary,764,1,0,17,nov,1
33834,24,self-employed,single,tertiary,2376,0,0,27,apr,1
37620,28,admin.,married,secondary,84,1,1,14,may,1
32769,39,blue-collar,married,primary,390,1,0,17,apr,1
43150,30,student,single,secondary,48,0,0,25,feb,1
7355,42,blue-collar,married,unknown,1123,1,0,29,may,3
13037,46,unemployed,married,secondary,562,0,0,8,jul,1
36796,31,technician,single,secondary,1,1,0,12,may,1
41470,86,retired,divorced,unknown,157,0,0,7,sep,1
23866,58,services,married,secondary,74,0,0,29,aug,2
34070,25,technician,married,tertiary,400,0,0,30,apr,1
9710,36,student,married,primary,3503,0,0,6,jun,1
42892,61,management,married,tertiary,175,0,0,4,feb,2
28747,39,blue-collar,married,primary,976,1,0,30,jan,1
35087,51,management,divorced,tertiary,318,1,0,6,may,2
34418,29,blue-collar,married,primary,6,1,0,5,may,5
11455,56,admin.,married,secondary,6005,1,0,19,jun,6
43002,48,entrepreneur,single,secondary,315,0,0,11,feb,1
27112,42,technician,married,secondary,3228,0,0,21,nov,1
10358,52,management,married,tertiary,261,1,0,12,jun,2
32957,40,technician,married,secondary,96,1,1,17,apr,2
24450,42,services,married,secondary,1048,1,0,17,nov,1
17065,41,admin.,married,secondary,1672,1,0,25,jul,1
16623,45,management,married,tertiary,0,0,0,24,jul,2
17352,41,admin.,married,secondary,239,1,0,28,jul,12
6822,45,blue-collar,married,secondary,554,1,0,28,may,2
15592,38,management,married,tertiary,1482,1,1,21,jul,1
29223,32,management,married,tertiary,141,0,0,2,feb,2
20944,50,blue-collar,divorced,primary,171,0,0,14,aug,3
43642,67,retired,divorced,secondary,704,0,0,6,may,1
24768,37,self-employed,single,secondary,133,1,0,18,nov,1
1637,40,blue-collar,divorced,primary,21,1,0,9,may,1
7661,53,technician,married,secondary,2647,1,0,30,may,1
37905,29,admin.,single,secondary,891,1,0,14,may,2
18928,47,technician,married,secondary,636,0,0,4,aug,2
14474,37,admin.,married,secondary,0,1,0,14,jul,3
37945,38,services,married,secondary,7708,1,0,14,may,4
34319,24,admin.,single,secondary,99,0,0,4,may,3
30158,41,technician,married,secondary,-329,0,0,5,feb,8
22429,37,management,single,tertiary,767,0,0,22,aug,2
9530,51,technician,married,secondary,176,0,0,6,jun,4
39390,37,services,married,secondary,1543,1,0,22,may,1
40656,53,management,married,tertiary,1624,0,0,6,aug,1
34960,35,entrepreneur,single,tertiary,1416,1,0,6,may,1
42332,55,technician,divorced,tertiary,0,0,0,17,nov,2
27448,31,admin.,single,secondary,144,1,0,21,nov,2
28300,34,admin.,single,secondary,718,1,0,29,jan,1
31359,30,management,single,tertiary,201,1,0,17,mar,2
9018,51,admin.,married,primary,2281,1,1,5,jun,1
26296,30,admin.,married,secondary,3750,1,0,20,nov,1
16406,35,management,married,secondary,-550,0,1,23,jul,3
14470,39,blue-collar,married,secondary,498,1,0,14,jul,4
42752,70,retired,married,secondary,2626,0,0,27,jan,3
30032,53,blue-collar,married,primary,2135,0,0,4,feb,2
41928,64,management,married,tertiary,4688,0,0,21,oct,1
38287,35,technician,single,secondary,705,1,1,15,may,1
4464,33,services,married,secondary,5499,1,0,20,may,1
24750,59,self-employed,married,secondary,201,0,0,18,nov,2
34621,31,admin.,married,secondary,33,1,0,5,may,2
18377,35,services,single,secondary,1742,1,0,31,jul,2
11076,46,retired,divorced,secondary,865,0,0,17,jun,11
32998,38,self-employed,married,secondary,-17,1,0,17,apr,3
31691,40,admin.,single,secondary,963,1,0,7,apr,1
19143,44,management,single,secondary,421,0,1,5,aug,1
1255,43,services,divorced,secondary,130,1,0,8,may,1
5348,33,self-employed,married,tertiary,-355,1,0,23,may,2
38181,34,technician,married,secondary,580,1,0,15,may,1
32398,48,admin.,single,secondary,6627,1,0,16,apr,2
40800,42,services,single,tertiary,94,1,0,11,aug,2
40521,31,management,single,secondary,202,1,0,8,jul,1
4624,36,entrepreneur,married,secondary,134,0,0,20,may,1
42322,24,blue-collar,married,secondary,272,0,0,16,nov,2
3906,36,management,single,tertiary,146,1,0,16,may,3
21631,30,technician,married,secondary,27,1,0,19,aug,2
24318,41,entrepreneur,divorced,tertiary,0,1,0,17,nov,1
9413,51,entrepreneur,married,tertiary,5403,0,0,6,jun,1
27457,51,unemployed,married,secondary,74,0,1,21,nov,3
42930,46,blue-collar,married,secondary,1144,1,0,8,feb,2
39694,35,technician,married,secondary,1368,0,0,27,may,1
24384,58,management,divorced,tertiary,315,1,0,17,nov,2
17070,38,admin.,married,secondary,689,1,0,25,jul,1
8297,35,services,married,secondary,456,1,1,2,jun,4
22277,33,management,single,tertiary,206,0,0,21,aug,3
40862,32,technician,married,secondary,484,1,0,12,aug,2
31857,29,technician,married,secondary,23,1,0,8,apr,2
20507,50,technician,married,tertiary,5907,1,1,12,aug,2
44756,64,retired,married,primary,48,0,0,9,sep,3
38135,43,blue-collar,married,primary,232,0,1,15,may,1
18528,36,management,married,tertiary,3770,1,0,31,jul,4
1514,40,management,married,tertiary,570,1,0,8,may,2
9806,38,management,single,secondary,53,0,0,9,jun,1
16232,57,technician,married,secondary,1741,0,0,23,jul,2
42480,45,management,married,tertiary,1788,0,0,10,dec,1
9557,52,services,married,secondary,1386,0,0,6,jun,1
23798,34,management,single,tertiary,-281,0,0,29,aug,6
26574,36,management,married,secondary,0,0,0,20,nov,1
37,53,technician,married,secondary,-3,0,0,5,may,1
42409,29,management,single,tertiary,1445,0,0,4,dec,2
31192,42,unemployed,married,tertiary,576,0,0,27,feb,1
17557,42,blue-collar,single,secondary,7547,0,0,29,jul,2
41402,19,student,single,secondary,4,0,0,3,sep,1
24301,38,entrepreneur,married,secondary,0,1,1,17,nov,1
9148,29,self-employed,married,secondary,425,1,0,5,jun,15
23634,50,housemaid,married,primary,0,0,0,28,aug,4
11277,45,retired,married,primary,1152,0,0,18,jun,2
16916,34,blue-collar,married,unknown,568,1,0,25,jul,1
11149,46,management,single,tertiary,46,0,1,18,jun,1
6880,53,management,married,tertiary,490,1,0,28,may,2
36329,36,blue-collar,married,secondary,779,1,0,11,may,1
36661,32,technician,single,secondary,-1,1,0,12,may,1
6212,49,unemployed,married,primary,-384,1,0,27,may,1
9274,57,retired,married,primary,3594,0,0,5,jun,2
19601,45,blue-collar,married,secondary,1583,1,0,7,aug,7
31381,30,management,single,tertiary,2,0,0,23,mar,1
22746,33,technician,married,tertiary,74,0,0,25,aug,4
2544,47,blue-collar,married,primary,300,1,0,13,may,3
23222,42,management,single,tertiary,1,0,0,27,aug,13
32118,28,technician,single,tertiary,0,1,0,15,apr,2
2669,30,housemaid,single,secondary,49,1,0,13,may,2
22820,32,management,married,secondary,251,0,0,25,aug,6
5020,31,services,single,secondary,481,1,0,21,may,2
39667,26,management,single,tertiary,155,1,0,27,may,4
36950,38,blue-collar,single,primary,12130,1,0,12,may,2
26914,40,services,married,secondary,87,1,1,21,nov,2
2614,48,management,married,tertiary,2218,1,0,13,may,2
5834,47,technician,divorced,secondary,1573,1,0,26,may,1
39022,33,admin.,single,secondary,1430,1,0,18,may,3
972,47,blue-collar,married,primary,550,1,0,7,may,1
45117,54,admin.,divorced,tertiary,122,0,0,26,oct,1
44269,41,admin.,married,secondary,14968,0,0,23,jul,4
25249,39,admin.,single,secondary,720,1,0,18,nov,3
20899,59,retired,married,primary,474,0,0,13,aug,3
29687,56,blue-collar,married,primary,284,0,1,3,feb,4
16871,27,technician,single,tertiary,372,1,1,25,jul,2
656,41,services,married,unknown,4,0,0,6,may,2
38062,33,blue-collar,single,secondary,-14,1,0,14,may,2
43884,59,blue-collar,married,secondary,448,0,0,8,jun,1
35790,37,blue-collar,married,primary,403,1,0,8,may,2
43102,23,student,single,secondary,381,0,0,23,feb,1
38027,43,services,single,secondary,0,1,0,14,may,4
17298,26,services,married,secondary,4,1,0,28,jul,2
21957,42,housemaid,married,primary,145,0,0,20,aug,2
10539,43,management,married,tertiary,0,1,0,16,jun,17
4143,32,technician,married,unknown,1879,0,0,19,may,1
24706,43,management,single,secondary,469,1,0,17,nov,4
20802,55,retired,married,primary,0,1,1,13,aug,2
29600,46,technician,married,secondary,863,1,0,3,feb,3
14244,34,management,married,tertiary,1906,1,0,14,jul,3
11899,37,blue-collar,single,secondary,3876,0,0,20,jun,12
12352,55,entrepreneur,married,tertiary,625,0,0,26,jun,4
34394,20,student,single,secondary,130,0,0,4,may,3
4154,40,technician,married,tertiary,296,0,0,19,may,1
42662,81,retired,divorced,tertiary,0,0,0,14,jan,1
20036,30,management,single,tertiary,344,0,0,8,aug,3
16672,28,management,married,tertiary,9664,1,0,24,jul,2
16534,35,management,single,tertiary,657,1,0,23,jul,2
244,49,management,married,tertiary,3237,1,0,5,may,3
32086,33,admin.,single,secondary,549,1,0,14,apr,2
1877,38,blue-collar,married,secondary,171,1,0,9,may,5
12253,25,blue-collar,single,secondary,-350,1,0,23,jun,3
2805,50,blue-collar,divorced,secondary,204,1,1,14,may,1
32658,44,entrepreneur,married,secondary,887,1,0,17,apr,1
25355,33,technician,divorced,secondary,10,1,1,18,nov,5
26254,34,self-employed,single,tertiary,6,0,0,20,nov,2
11353,58,blue-collar,married,secondary,1826,1,0,19,jun,3
2390,28,blue-collar,married,primary,286,1,0,13,may,1
42958,36,technician,single,secondary,27,1,0,9,feb,1
26363,55,management,divorced,tertiary,29484,0,0,20,nov,2
40850,27,student,single,tertiary,5291,0,0,12,aug,2
15349,45,admin.,married,secondary,373,0,1,18,jul,3
13997,44,management,married,tertiary,284,1,1,10,jul,5
4718,36,services,married,secondary,183,1,0,20,may,3
29541,38,technician,single,secondary,325,0,0,3,feb,6
1806,26,blue-collar,single,secondary,82,1,0,9,may,1
30586,28,unemployed,single,tertiary,0,0,0,6,feb,9
12211,30,management,married,tertiary,-250,1,0,20,jun,6
33323,41,technician,married,tertiary,585,1,0,20,apr,1
27409,44,blue-collar,married,secondary,16178,1,0,21,nov,1
20390,50,management,married,tertiary,412,1,1,11,aug,5
45141,77,unknown,married,unknown,397,0,0,8,nov,1
9859,51,technician,married,tertiary,1057,0,0,9,jun,2
6678,28,blue-collar,single,secondary,1849,1,0,28,may,1
40426,29,technician,single,tertiary,1891,0,0,2,jul,1
1101,38,blue-collar,married,primary,1807,0,0,7,may,3
13993,31,student,married,primary,46,1,0,10,jul,1
30818,38,blue-collar,single,primary,2198,0,0,9,feb,2
35447,43,management,married,tertiary,1429,1,0,7,may,1
44204,43,unemployed,married,tertiary,0,0,0,16,jul,1
40513,58,retired,married,primary,565,0,0,7,jul,1
7834,27,technician,single,secondary,430,1,1,30,may,3
19911,45,blue-collar,married,secondary,827,1,1,8,aug,2
17414,36,blue-collar,married,secondary,718,1,0,28,jul,3
41557,73,retired,married,tertiary,1843,0,0,11,sep,2
27710,36,blue-collar,married,primary,156,1,0,21,nov,2
20458,30,management,single,tertiary,74,0,0,12,aug,5
37564,46,blue-collar,married,secondary,2836,1,0,14,may,7
36873,39,management,married,tertiary,1425,1,0,12,may,3
3556,41,blue-collar,married,secondary,59,1,0,15,may,8
4520,41,services,single,secondary,1629,1,0,20,may,1
8355,30,entrepreneur,single,secondary,265,1,1,3,jun,10
815,45,blue-collar,married,primary,97,1,0,7,may,3
19510,42,technician,single,secondary,77,0,1,7,aug,2
8611,41,blue-collar,divorced,primary,2195,1,0,3,jun,5
22097,32,self-employed,married,secondary,9,0,0,21,aug,2
2103,29,technician,married,secondary,0,0,0,12,may,2
35533,42,unemployed,married,secondary,356,1,0,7,may,3
19203,55,services,married,secondary,953,1,1,6,aug,3
13500,28,self-employed,single,secondary,241,1,0,9,jul,1
36281,50,admin.,divorced,secondary,-458,1,0,11,may,2
26977,33,management,single,tertiary,3406,1,0,21,nov,1
11594,39,services,single,secondary,2453,0,0,19,jun,2
12101,38,technician,single,secondary,455,1,0,20,jun,5
17505,34,blue-collar,married,secondary,156,1,0,29,jul,3
37436,47,blue-collar,married,primary,6150,1,0,13,may,2
35694,43,admin.,single,secondary,979,1,0,8,may,1
10697,28,blue-collar,single,secondary,235,1,0,16,jun,46
15217,26,admin.,married,secondary,5231,0,1,17,jul,2
1099,31,services,single,secondary,671,1,0,7,may,3
12417,26,services,single,secondary,-72,1,0,30,jun,9
9426,37,management,married,tertiary,657,0,0,6,jun,1
4460,39,self-employed,married,tertiary,3059,1,1,20,may,1
38968,23,services,single,secondary,279,1,0,18,may,1
30894,40,management,married,secondary,99,0,0,9,feb,5
34898,31,blue-collar,single,secondary,1979,1,1,6,may,1
31631,41,blue-collar,married,secondary,523,1,0,6,apr,3
40046,46,management,married,tertiary,946,1,0,3,jun,4
13865,37,management,married,tertiary,15437,1,0,10,jul,1
43380,23,services,single,secondary,488,0,0,30,mar,1
39849,37,admin.,married,secondary,597,0,0,2,jun,1
42787,52,technician,married,tertiary,2557,0,0,28,jan,5
41869,61,technician,divorced,secondary,6481,0,0,19,oct,1
29676,48,management,single,tertiary,460,1,0,3,feb,3
36039,34,blue-collar,married,secondary,518,1,0,11,may,1
11650,59,retired,divorced,secondary,602,0,0,20,jun,3
22734,41,management,divorced,tertiary,-68,1,1,25,aug,22
33614,55,services,married,secondary,617,1,0,20,apr,3
8993,38,management,married,secondary,1574,0,0,5,jun,1
10600,49,retired,married,primary,1381,0,0,16,jun,2
23667,48,housemaid,single,secondary,71,0,0,28,aug,3
35378,50,services,married,primary,5024,1,1,7,may,1
4248,48,blue-collar,married,primary,6489,1,0,19,may,1
5631,31,blue-collar,married,unknown,92,1,0,23,may,17
24555,43,admin.,married,secondary,2576,1,0,17,nov,2
25909,38,blue-collar,married,primary,190,1,0,19,nov,1
1089,37,blue-collar,married,primary,321,1,0,7,may,2
10698,42,blue-collar,married,primary,1752,1,0,16,jun,21
6265,32,admin.,single,secondary,13,1,0,27,may,2
44139,72,retired,divorced,tertiary,402,0,0,12,jul,3
21984,30,management,married,tertiary,294,0,0,20,aug,4
29900,42,unemployed,married,primary,75,1,0,4,feb,1
16008,27,management,single,tertiary,3,1,1,22,jul,1
36594,34,blue-collar,single,secondary,1599,1,0,12,may,3
39573,27,management,single,tertiary,207,0,0,26,may,4
21358,54,services,married,primary,392,0,0,18,aug,8
22194,37,management,married,tertiary,727,0,0,21,aug,10
31575,39,blue-collar,married,secondary,1756,1,0,3,apr,1
35411,28,services,married,secondary,15,1,0,7,may,2
17434,40,management,married,tertiary,30,1,0,28,jul,6
17592,56,technician,married,secondary,1199,1,1,29,jul,2
30299,36,management,single,tertiary,467,0,0,5,feb,2
12929,58,blue-collar,divorced,secondary,916,0,0,7,jul,4
1385,33,housemaid,married,primary,1713,1,0,8,may,1
10843,44,housemaid,married,tertiary,460,0,0,17,jun,1
38300,31,admin.,married,secondary,685,1,0,15,may,1
26230,34,entrepreneur,married,secondary,3119,1,0,20,nov,1
35206,43,admin.,married,secondary,544,1,0,7,may,1
15597,25,services,single,secondary,2311,0,1,21,jul,2
16888,30,management,single,tertiary,5074,1,0,25,jul,2
1229,36,technician,married,secondary,5611,1,0,8,may,1
347,39,blue-collar,married,primary,-100,1,0,5,may,2
20938,38,management,married,tertiary,120,0,0,13,aug,4
12632,41,services,married,secondary,6618,1,0,4,jul,1
24446,53,management,divorced,tertiary,5187,0,1,17,nov,2
18425,47,blue-collar,married,secondary,846,1,0,31,jul,2
3702,42,admin.,divorced,secondary,153,1,0,16,may,1
45070,49,technician,married,secondary,2400,0,0,21,oct,3
1827,41,management,married,unknown,2457,1,0,9,may,1
2391,36,admin.,married,secondary,-423,1,1,13,may,1
874,55,management,divorced,tertiary,552,0,0,7,may,2
27251,37,blue-collar,married,secondary,2066,1,1,21,nov,7
43212,63,unknown,married,secondary,367,0,0,4,mar,1
21334,60,management,single,tertiary,0,0,0,18,aug,2
32100,52,management,married,tertiary,1944,1,0,15,apr,3
7267,36,self-employed,single,primary,235,1,0,29,may,9
35579,39,technician,divorced,secondary,291,1,0,7,may,2
45207,71,retired,divorced,primary,1729,0,0,17,nov,2
18601,31,technician,married,tertiary,237,1,0,31,jul,2
13276,35,services,married,secondary,629,0,1,8,jul,2
34917,52,services,divorced,primary,432,1,1,6,may,4
979,52,admin.,married,primary,270,1,0,7,may,2
17168,37,management,married,tertiary,0,1,0,28,jul,8
3288,47,blue-collar,married,primary,-1385,1,1,15,may,1
26152,35,management,married,tertiary,867,1,0,20,nov,2
5630,52,blue-collar,married,secondary,3622,1,1,23,may,7
37453,46,management,married,tertiary,1103,1,0,13,may,2
1495,57,admin.,married,secondary,1216,1,0,8,may,6
22459,36,management,divorced,tertiary,276,1,0,22,aug,2
40648,47,housemaid,married,secondary,3940,1,0,5,aug,3
2846,59,retired,married,secondary,2516,1,1,14,may,1
27207,32,technician,married,unknown,0,0,1,21,nov,1
8924,23,services,single,secondary,500,1,0,4,jun,3
12594,48,blue-collar,married,secondary,-19,0,1,4,jul,1
20015,31,management,married,tertiary,10088,0,0,8,aug,6
13891,29,self-employed,single,secondary,1186,0,0,10,jul,1
33429,32,blue-collar,married,secondary,1148,1,0,20,apr,1
22919,51,management,married,tertiary,9864,0,0,26,aug,4
17440,40,management,married,tertiary,0,0,0,28,jul,5
26782,31,technician,single,tertiary,13711,1,0,20,nov,3
33430,28,student,single,secondary,0,0,0,20,apr,1
12992,28,blue-collar,married,secondary,619,0,0,7,jul,2
44115,32,technician,single,unknown,491,0,0,9,jul,7
42936,22,student,single,secondary,216,0,0,8,feb,1
12528,58,retired,married,secondary,166,0,1,3,jul,1
19908,32,management,single,tertiary,28,0,0,8,aug,2
16717,32,technician,divorced,secondary,3717,0,1,24,jul,1
31944,39,technician,married,tertiary,1161,1,0,9,apr,1
37673,32,management,married,tertiary,2431,1,0,14,may,5
4313,37,management,divorced,tertiary,122,1,0,19,may,2
1488,50,blue-collar,married,primary,1164,1,0,8,may,2
3079,28,blue-collar,married,primary,0,0,0,14,may,24
39630,26,student,single,tertiary,39,0,0,26,may,3
10779,39,admin.,single,tertiary,2600,1,0,17,jun,1
31461,36,entrepreneur,single,secondary,45,1,0,1,apr,1
44955,51,management,married,tertiary,5108,1,0,8,oct,1
6966,57,unknown,married,unknown,327,1,0,28,may,2
10180,40,blue-collar,married,secondary,11084,0,0,11,jun,1
14422,33,admin.,single,secondary,-110,0,0,14,jul,3
39742,31,services,single,secondary,278,0,0,28,may,3
7036,22,student,single,secondary,489,0,0,28,may,5
10601,44,housemaid,married,primary,2351,0,0,16,jun,2
19025,50,technician,married,secondary,805,0,0,5,aug,1
20293,53,self-employed,married,tertiary,217,0,0,11,aug,5
43054,27,blue-collar,single,secondary,535,0,0,15,feb,1
29997,48,management,single,secondary,7,0,0,4,feb,1
20205,53,services,married,secondary,1242,0,0,11,aug,2
7270,28,services,single,secondary,1736,1,0,29,may,3
27586,34,technician,divorced,secondary,44,1,1,21,nov,2
31456,29,management,married,tertiary,250,1,0,31,mar,2
34741,52,services,divorced,secondary,12,1,0,6,may,1
33659,33,technician,married,secondary,6947,1,0,20,apr,2
39424,42,management,married,primary,5310,1,0,22,may,2
24062,42,admin.,single,secondary,-247,1,1,21,oct,1
5753,31,management,married,secondary,89,1,0,26,may,1
12573,31,self-employed,married,secondary,0,0,1,3,jul,3
1221,41,admin.,single,secondary,1715,1,0,8,may,1
8112,55,blue-collar,single,primary,1187,1,0,2,jun,2
40359,27,self-employed,single,tertiary,147,0,0,22,jun,5
17956,42,technician,married,secondary,0,0,0,30,jul,2
10499,48,blue-collar,divorced,secondary,296,0,1,16,jun,4
39427,57,technician,married,secondary,573,1,1,22,may,2
24215,33,services,single,secondary,200,1,0,17,nov,1
15322,34,services,married,secondary,-102,1,0,18,jul,1
10895,48,blue-collar,married,secondary,1562,0,0,17,jun,2
44177,49,services,married,secondary,725,0,1,14,jul,1
8759,29,management,single,tertiary,1566,1,0,4,jun,1
39678,43,management,married,tertiary,1188,0,0,27,may,2
32260,39,blue-collar,married,tertiary,200,1,0,16,apr,1
11920,37,housemaid,married,unknown,3075,0,0,20,jun,3
33682,32,blue-collar,married,secondary,419,1,0,20,apr,3
10321,54,management,married,tertiary,292,0,0,12,jun,1
41215,60,housemaid,married,primary,211,0,0,21,aug,1
4879,31,management,married,tertiary,1343,1,1,21,may,1
25859,41,services,married,secondary,115,1,1,19,nov,2
6856,30,blue-collar,single,secondary,397,1,0,28,may,7
29224,42,management,married,secondary,0,1,1,2,feb,1
2855,41,blue-collar,married,secondary,-68,1,0,14,may,2
40230,30,technician,single,secondary,601,0,0,12,jun,3
30132,37,technician,divorced,secondary,-24,1,0,4,feb,2
2712,36,blue-collar,married,secondary,722,1,0,13,may,3
5754,54,retired,married,secondary,153,1,1,26,may,1
41867,70,retired,married,secondary,3175,0,0,19,oct,2
27571,38,technician,married,secondary,2767,1,0,21,nov,2
26419,50,self-employed,married,secondary,1878,1,1,20,nov,2
36042,57,admin.,single,secondary,7400,1,0,11,may,2
26166,32,services,married,secondary,387,1,0,20,nov,2
6118,49,self-employed,married,primary,489,1,0,27,may,4
22784,30,technician,single,tertiary,-266,0,1,25,aug,4
40456,25,admin.,single,secondary,285,0,0,3,jul,3
13073,36,admin.,married,secondary,68,0,1,8,jul,4
19107,32,technician,single,tertiary,127,0,0,5,aug,3
18680,49,blue-collar,married,secondary,969,0,1,31,jul,9
20221,33,management,married,tertiary,901,0,0,11,aug,2
23114,36,management,married,tertiary,23,0,0,26,aug,11
42226,39,management,single,tertiary,1509,0,0,11,nov,1
36529,54,admin.,married,primary,11686,1,1,12,may,1
18701,39,blue-collar,single,primary,554,0,0,31,jul,5
25508,53,management,divorced,primary,255,0,0,19,nov,1
25834,40,technician,married,secondary,657,1,0,19,nov,1
1585,52,management,divorced,secondary,123,0,0,8,may,2
16070,36,self-employed,married,secondary,189,1,0,22,jul,1
29351,37,self-employed,divorced,secondary,1082,0,0,2,feb,3
18956,52,management,married,tertiary,7192,0,0,4,aug,1
44339,69,retired,single,tertiary,2144,0,0,29,jul,1
6018,54,management,single,tertiary,1464,1,1,26,may,4
35567,32,services,single,secondary,1274,1,0,7,may,2
7360,48,technician,married,secondary,256,1,0,29,may,4
24567,53,admin.,married,secondary,350,0,1,17,nov,3
1193,35,management,divorced,tertiary,3837,1,0,8,may,1
32822,32,services,single,secondary,671,1,0,17,apr,2
1402,25,blue-collar,single,secondary,0,1,0,8,may,2
37781,29,admin.,married,tertiary,111,0,0,14,may,1
25568,43,management,married,tertiary,13044,0,0,19,nov,1
43134,58,management,married,tertiary,4606,0,0,24,feb,2
26409,33,blue-collar,married,secondary,2254,1,0,20,nov,1
1030,37,management,married,tertiary,308,1,0,7,may,3
35695,31,unemployed,divorced,secondary,1144,1,0,8,may,2
35534,37,blue-collar,married,secondary,740,1,0,7,may,3
